26.06	46
26.06	50
26.06	46
26.06	50
26.06	46
26.06	50
26.06	49
26.06	50
26.06	46
26.06	50
26.06	46
26.06	50
26.06	46
26.06	50
26.06	49
26.06	46
26.06	46
26.06	48
26.06	48
26.06	47
26.06	50
26.06	46
26.06	46
26.06	46
26.06	47
26.06	49
26.06	48
26.06	47
26.06	50
26.06	47
26.06	49
26.06	46
26.06	48
26.06	48
26.06	46
26.06	50
26.06	50
26.12	46
26.12	50
26.12	46
26.12	48
26.12	46
26.12	49
26.12	46
26.12	49
26.12	46
26.12	48
26.12	46
26.12	50
26.12	46
26.12	50
26.12	46
26.19	50
26.12	46
26.19	50
26.12	46
26.19	46
26.19	46
26.19	50
26.12	48
26.12	48
26.12	50
26.19	46
26.12	50
26.12	49
26.12	46
26.12	50
26.12	50
26.19	46
26.19	48
26.19	49
26.12	46
26.12	50
26.12	46
26.12	49
26.12	48
26.12	46
26.12	50
26.12	46
26.12	50
26.12	39
26.12	44
26.12	46
26.12	39
26.12	45
26.12	43
26.12	57
26.19	44
26.19	38
26.19	47
26.25	41
26.25	42
26.25	48
26.25	47
26.25	44
26.25	45
26.25	48
26.25	45
26.25	50
26.25	48
26.25	41
26.25	42
26.25	48
26.25	47
26.25	44
26.25	45
26.25	48
26.25	45
26.25	50
26.25	48
26.25	42
26.25	48
26.25	47
26.25	44
26.25	45
26.25	48
26.25	45
26.25	50
26.33	48
26.33	48
26.33	48
26.33	48
26.33	48
26.33	48
26.33	48
26.33	48
26.33	48
26.33	48
26.33	48
26.33	48
26.33	48
26.33	48
26.33	48
26.33	48
26.33	48
26.33	48
26.33	48
26.33	48
26.33	48
26.33	48
26.33	48
26.33	48
26.33	48
26.33	48
26.4	48
26.4	48
26.4	48
26.4	48
26.4	48
26.4	48
26.4	48
26.4	48
26.4	48
26.4	48
26.4	48
26.4	48
26.4	48
26.4	48
26.4	48
26.4	48
26.4	48
26.4	48
26.4	48
26.4	48
26.4	48
26.4	48
26.4	48
26.48	48
26.48	48
26.48	48
26.48	48
26.48	48
26.48	48
26.48	48
26.48	48
26.48	48
26.48	48
26.48	48
26.48	48
26.48	48
26.48	48
26.48	48
26.48	48
26.48	48
26.48	48
26.48	48
26.48	48
26.48	48
26.48	48
26.48	48
26.48	48
26.48	48
26.48	48
26.48	48
26.48	48
26.48	48
26.55	48
26.55	48
26.55	48
26.55	48
26.55	48
26.55	48
26.55	48
26.55	48
26.55	48
26.55	48
26.55	48
26.55	48
26.55	48
26.55	48
26.55	48
26.55	48
26.55	48
26.55	48
26.55	48
26.55	48
26.55	48
26.55	48
26.55	48
26.55	48
26.55	48
26.55	48
26.55	48
26.55	48
26.55	48
26.55	48
26.55	48
26.62	48
26.62	48
26.62	48
26.62	48
26.62	48
26.62	48
26.62	48
26.62	48
26.62	48
26.62	48
26.62	48
26.62	48
26.62	48
26.62	48
26.62	48
26.62	48
26.62	48
26.62	48
26.62	48
26.62	48
26.62	48
26.62	48
26.62	48
26.62	48
26.62	48
26.62	48
26.62	48
26.62	48
26.62	48
26.62	48
26.62	48
26.62	48
26.62	48
26.62	48
26.62	48
26.62	48
26.62	48
26.62	48
26.62	48
26.69	48
26.69	48
26.69	48
26.69	48
26.69	48
26.69	48
26.69	48
26.69	48
26.69	48
26.69	48
26.69	48
26.69	48
26.69	48
26.69	48
26.69	48
26.69	48
26.69	48
26.69	48
26.69	48
26.69	48
26.69	48
26.69	48
26.69	48
26.69	48
26.69	48
26.69	48
26.69	48
26.69	48
26.69	48
26.69	48
26.69	48
26.69	48
26.69	48
26.69	48
26.69	48
26.69	48
